Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Advances in Artificial Intelligence – SBIA 2010","Lecture Notes in Computer Science","","","","10.1007/978-3-642-16138-4","Antônio Carlos da Rocha CostaRosa Maria VicariFlavio Tonidandel","2010","http://link.springer.com/book/10.1007/978-3-642-16138-4","Book"
"Speech and Computer","Lecture Notes in Computer Science","","","","10.1007/978-3-319-23132-7","Andrey RonzhinRodmonga PotapovaNikos Fakotakis","2015","http://link.springer.com/book/10.1007/978-3-319-23132-7","Book"
"Future Data and Security Engineering. Big Data, Security and Privacy, Smart City and Industry 4.0 Applications","Communications in Computer and Information Science","","","","10.1007/978-981-33-4370-2","Tran Khanh DangJosef KüngProf. Dr. Makoto TakizawaProf. Tai M. Chung","2020","http://link.springer.com/book/10.1007/978-981-33-4370-2","Book"
"Statistical Atlases and Computational Models of the Heart. Multi-Sequence CMR Segmentation, CRT-EPiggy and LV Full Quantification Challenges","Lecture Notes in Computer Science","","","","10.1007/978-3-030-39074-7","Mihaela PopMaxime SermesantDr. Oscar CamaraProf. Dr. Xiahai ZhuangShuo LiAlistair YoungTommaso MansiAvan Suinesiaputra","2020","http://link.springer.com/book/10.1007/978-3-030-39074-7","Book"
"Applications of Artificial Intelligence and Machine Learning","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-4831-2","Bhuvan UnhelkerHari Mohan PandeyGaurav Raj","2022","http://link.springer.com/book/10.1007/978-981-19-4831-2","Book"
"Artificial Intelligence for Communications and Networks","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-030-22971-9","Shuai HanLiang YeWeixiao Meng","2019","http://link.springer.com/book/10.1007/978-3-030-22971-9","Book"
"Artificial Neural Networks in Pattern Recognition","Lecture Notes in Computer Science","","","","10.1007/978-3-319-99978-4","Ph.D. Luca PancioniDr. Friedhelm SchwenkerEdmondo Trentin","2018","http://link.springer.com/book/10.1007/978-3-319-99978-4","Book"
"Analogical and Inductive Inference","Lecture Notes in Computer Science","","","","10.1007/3-540-18081-8","Klaus P. Jantke","1987","http://link.springer.com/book/10.1007/3-540-18081-8","Book"
"Communication and Networking","Communications in Computer and Information Science","","","","10.1007/978-3-642-17604-3","Tai-hoon KimThanos VasilakosKouichi SakuraiYang XiaoGansen ZhaoDominik Ślęzak","2010","http://link.springer.com/book/10.1007/978-3-642-17604-3","Book"
"PRICAI 2019: Trends in Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-030-29911-8","Abhaya C. NayakAlok Sharma","2019","http://link.springer.com/book/10.1007/978-3-030-29911-8","Book"
"Foundations of Information and Knowledge Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-319-30024-5","Marc GyssensGuillermo Simari","2016","http://link.springer.com/book/10.1007/978-3-319-30024-5","Book"
"Verified Software. Theories, Tools, and Experiments","Lecture Notes in Computer Science","","","","10.1007/978-3-319-72308-2","Andrei PaskevichThomas Wies","2017","http://link.springer.com/book/10.1007/978-3-319-72308-2","Book"
"Pattern Recognition","Lecture Notes in Computer Science","","","","10.1007/978-3-642-32717-9","Axel PinzThomas PockHorst BischofFranz Leberl","2012","http://link.springer.com/book/10.1007/978-3-642-32717-9","Book"
"Social Robotics","Lecture Notes in Computer Science","","","","10.1007/978-3-319-02675-6","Guido HerrmannMartin J. PearsonAlexander LenzPaul BremnerAdam SpiersUte Leonards","2013","http://link.springer.com/book/10.1007/978-3-319-02675-6","Book"
"Augmented Environments for Computer-Assisted Interventions","Lecture Notes in Computer Science","","","","10.1007/978-3-642-38085-3","Cristian A. LinteElvis C. S. ChenMarie-Odile BergerJohn T. MooreDavid R. Holmes III","2013","http://link.springer.com/book/10.1007/978-3-642-38085-3","Book"
"Learning and Intelligent Optimization","Lecture Notes in Computer Science","","","","10.1007/978-3-030-05348-2","Roberto BattitiMauro BrunatoIlias KotsireasPanos M. Pardalos","2019","http://link.springer.com/book/10.1007/978-3-030-05348-2","Book"
"Programming Language Implementation and Logic Programming","Lecture Notes in Computer Science","","","","10.1007/3-540-58402-1","Manuel HermenegildoJaan Penjam","1994","http://link.springer.com/book/10.1007/3-540-58402-1","Book"
"Patch-Based Techniques in Medical Imaging","Lecture Notes in Computer Science","","","","10.1007/978-3-319-47118-1","Guorong WuPierrick CoupéYiqiang ZhanBrent C. MunsellDaniel Rueckert","2016","http://link.springer.com/book/10.1007/978-3-319-47118-1","Book"
"Reachability Problems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-89716-1","Dr. Paul C. BellDr. Patrick TotzkeProf. Igor Potapov","2021","http://link.springer.com/book/10.1007/978-3-030-89716-1","Book"
"Bias and Social Aspects in Search and Recommendation","Communications in Computer and Information Science","","","","10.1007/978-3-030-52485-2","Dr. Ludovico BorattoDr. Stefano FaralliDr. Mirko MarrasGiovanni Stilo","2020","http://link.springer.com/book/10.1007/978-3-030-52485-2","Book"
"String Processing and Information Retrieval","Lecture Notes in Computer Science","","","","10.1007/3-540-45735-6","Alberto H. F. LaenderArlindo L. Oliveira","2002","http://link.springer.com/book/10.1007/3-540-45735-6","Book"
"Multi-Agent Systems and Agreement Technologies","Lecture Notes in Computer Science","","","","10.1007/978-3-030-01713-2","Francesco BelardinelliEstefanía Argente","2018","http://link.springer.com/book/10.1007/978-3-030-01713-2","Book"
"Advances in Natural Language Processing","Lecture Notes in Computer Science","","","","10.1007/3-540-45433-0","Elisabete RanchhodNuno J. Mamede","2002","http://link.springer.com/book/10.1007/3-540-45433-0","Book"
"Advanced Hybrid Information Processing","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-319-73317-3","Guanglu SunShuai Liu","2018","http://link.springer.com/book/10.1007/978-3-319-73317-3","Book"
"Image Analysis and Recognition","Lecture Notes in Computer Science","","","","10.1007/978-3-642-39094-4","Mohamed KamelAurélio Campilho","2013","http://link.springer.com/book/10.1007/978-3-642-39094-4","Book"
"Patch-Based Techniques in Medical Imaging","Lecture Notes in Computer Science","","","","10.1007/978-3-319-67434-6","Guorong WuBrent C. MunsellYiqiang ZhanWenjia BaiGerard SanromaPierrick Coupé","2017","http://link.springer.com/book/10.1007/978-3-319-67434-6","Book"
"Computational Color Imaging","Lecture Notes in Computer Science","","","","10.1007/978-3-642-20404-3","Raimondo SchettiniShoji TominagaAlain Trémeau","2011","http://link.springer.com/book/10.1007/978-3-642-20404-3","Book"
"Modeling and Using Context","Lecture Notes in Computer Science","","","","10.1007/3-540-44958-2","Patrick BlackburnChiara GhidiniRoy M. TurnerFausto Giunchiglia","2003","http://link.springer.com/book/10.1007/3-540-44958-2","Book"
"Computational Intelligence, Communications, and Business Analytics","Communications in Computer and Information Science","","","","10.1007/978-981-13-8581-0","Dr. Jyotsna Kumar MandalSomnath MukhopadhyayDr. Paramartha DuttaDr. Kousik Dasgupta","2019","http://link.springer.com/book/10.1007/978-981-13-8581-0","Book"
"String Processing and Information Retrieval","Lecture Notes in Computer Science","","","","10.1007/978-3-030-00479-8","Travis GagieAlistair MoffatGonzalo NavarroErnesto Cuadros-Vargas","2018","http://link.springer.com/book/10.1007/978-3-030-00479-8","Book"
"Knowledge Management and Acquisition for Intelligent Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-319-42706-5","Hayato OhwadaKenichi Yoshida","2016","http://link.springer.com/book/10.1007/978-3-319-42706-5","Book"
"Advanced Intelligent Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-642-24728-6","De-Shuang HuangYong GanVitoantonio BevilacquaJuan Carlos Figueroa","2012","http://link.springer.com/book/10.1007/978-3-642-24728-6","Book"
"Echtzeitkommunikation und Ethernet/Internet","Informatik aktuell","","","","10.1007/978-3-642-56450-5","Peter HolleczekBirgit Vogel-Heuser","2001","http://link.springer.com/book/10.1007/978-3-642-56450-5","Book"
"Fuzzy Logic and Soft Computing Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-319-52962-2","Alfredo PetrosinoVincenzo LoiaWitold Pedrycz","2017","http://link.springer.com/book/10.1007/978-3-319-52962-2","Book"
"Inductive Logic Programming","Lecture Notes in Computer Science","","","","10.1007/978-3-319-63342-8","James CussensAlessandra Russo","2017","http://link.springer.com/book/10.1007/978-3-319-63342-8","Book"
"Methods and Applications of Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/b97168","George A. VourosThemistoklis Panayiotopoulos","2004","http://link.springer.com/book/10.1007/b97168","Book"
"Advances in Neural Networks – ISNN 2011","Lecture Notes in Computer Science","","","","10.1007/978-3-642-21111-9","Derong LiuHuaguang ZhangMarios PolycarpouCesare AlippiHaibo He","2011","http://link.springer.com/book/10.1007/978-3-642-21111-9","Book"
"Advances in Visual Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-030-33720-9","George BebisRichard BoyleBahram ParvinDarko KoracinDaniela UshizimaSek ChaiShinjiro SuedaXin LinAidong LuDaniel ThalmannChaoli WangPanpan Xu","2019","http://link.springer.com/book/10.1007/978-3-030-33720-9","Book"
"Theory and Applications of Satisfiability Testing – SAT 2007","Lecture Notes in Computer Science","","","","10.1007/978-3-540-72788-0","João Marques-SilvaKarem A. Sakallah","2007","http://link.springer.com/book/10.1007/978-3-540-72788-0","Book"
"Computational Neuroscience","Communications in Computer and Information Science","","","","10.1007/978-3-319-71011-2","Dante Augusto Couto BaroneEduardo Oliveira TelesChristian Puhlmann Brackmann","2017","http://link.springer.com/book/10.1007/978-3-319-71011-2","Book"
"The Semantic Web – ISWC 2017","Lecture Notes in Computer Science","","","","10.1007/978-3-319-68288-4","Claudia d'AmatoMiriam FernandezValentina TammaFreddy LecuePhilippe Cudré-MaurouxJuan SequedaChristoph LangeJeff Heflin","2017","http://link.springer.com/book/10.1007/978-3-319-68288-4","Book"
"Modeling Decisions for Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/978-3-540-88269-5","Vicenç TorraYasuo Narukawa","2008","http://link.springer.com/book/10.1007/978-3-540-88269-5","Book"
"Rough Sets and Knowledge Technology","Lecture Notes in Computer Science","","","","10.1007/978-3-319-11740-9","Duoqian MiaoWitold PedryczDominik ŚlȩzakGeorg PetersQinghua HuRuizhi Wang","2014","http://link.springer.com/book/10.1007/978-3-319-11740-9","Book"
"Articulated Motion and Deformable Objects","Lecture Notes in Computer Science","","","","10.1007/978-3-642-31567-1","Francisco J. PeralesRobert B. FisherThomas B. Moeslund","2012","http://link.springer.com/book/10.1007/978-3-642-31567-1","Book"
"Biometric ID Management and Multimodal Communication","Lecture Notes in Computer Science","","","","10.1007/978-3-642-04391-8","Julian FierrezJavier Ortega-GarciaAnna EspositoAndrzej DrygajloMarcos Faundez-Zanuy","2009","http://link.springer.com/book/10.1007/978-3-642-04391-8","Book"
"Artificial Neural Nets and Genetic Algorithms","","","","","10.1007/978-3-7091-6384-9","Dr. Andrej DobnikarDr. Nigel C. SteeleDr. David W. PearsonDr. Rudolf F. Albrecht","1999","http://link.springer.com/book/10.1007/978-3-7091-6384-9","Book"
"Computer Analysis of Images and Patterns","Lecture Notes in Computer Science","","","","10.1007/978-3-540-74272-2","Walter G. KropatschMartin KampelAllan Hanbury","2007","http://link.springer.com/book/10.1007/978-3-540-74272-2","Book"
"Integration of Constraint Programming, Artificial Intelligence, and Operations Research","Lecture Notes in Computer Science","","","","10.1007/978-3-030-19212-9","Louis-Martin RousseauKostas Stergiou","2019","http://link.springer.com/book/10.1007/978-3-030-19212-9","Book"
"Neural Nets WIRN Vietri-01","Perspectives in Neural Computing","","","","10.1007/978-1-4471-0219-9","Roberto TagliaferriMaria Marinaro","2002","http://link.springer.com/book/10.1007/978-1-4471-0219-9","Book"
"Supercomputer ’93","Informatik aktuell","","","","10.1007/978-3-642-78348-7","Hans-Werner Meuer","1993","http://link.springer.com/book/10.1007/978-3-642-78348-7","Book"
"Pattern Recognition and Computer Vision","Lecture Notes in Computer Science","","","","10.1007/978-3-031-18913-5","Shiqi YuZhaoxiang ZhangPong C. YuenJunwei HanTieniu TanYike GuoJianhuang LaiJianguo Zhang","2022","http://link.springer.com/book/10.1007/978-3-031-18913-5","Book"
"Innovating with Concept Mapping","Communications in Computer and Information Science","","","","10.1007/978-3-319-45501-3","Alberto CañasPriit ReiskaJoseph Novak","2016","http://link.springer.com/book/10.1007/978-3-319-45501-3","Book"
"Artificial Intelligence and Security","Lecture Notes in Computer Science","","","","10.1007/978-3-030-24265-7","Xingming SunProf. Zhaoqing PanProf. Dr. Elisa Bertino","2019","http://link.springer.com/book/10.1007/978-3-030-24265-7","Book"
"Engineering Self-Organising Systems","Lecture Notes in Computer Science","","","","10.1007/11734697","Sven A. BruecknerGiovanna Di Marzo SerugendoDavid HalesFranco Zambonelli","2006","http://link.springer.com/book/10.1007/11734697","Book"
"Human-Computer Interaction. Interaction Platforms and Techniques","Lecture Notes in Computer Science","","","","10.1007/978-3-319-39516-6","Masaaki Kurosu","2016","http://link.springer.com/book/10.1007/978-3-319-39516-6","Book"
"Education and Technology for a Better World","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-642-03115-1","Arthur TatnallAnthony Jones","2009","http://link.springer.com/book/10.1007/978-3-642-03115-1","Book"
"Knowledge, Skill and Artificial Intelligence","The Springer Series on Foundations and Applications of Artificial Intelligence","","","","10.1007/978-1-4471-1632-5","Bo GöranzonDr. Ingela Josefson DPhil","1988","http://link.springer.com/book/10.1007/978-1-4471-1632-5","Book"
"Deductive and Object-Oriented Databases","Lecture Notes in Computer Science","","","","10.1007/3-540-60608-4","Tok Wang LingAlberto O. MendelzonLaurent Vieille","1995","http://link.springer.com/book/10.1007/3-540-60608-4","Book"
"Convergence and Hybrid Information Technology","Communications in Computer and Information Science","","","","10.1007/978-3-642-24106-2","Geuk LeeDaniel HowardDominik Ślęzak","2011","http://link.springer.com/book/10.1007/978-3-642-24106-2","Book"
"Fun with Algorithms","Lecture Notes in Computer Science","","","","10.1007/978-3-642-13122-6","Paolo BoldiLuisa Gargano","2010","http://link.springer.com/book/10.1007/978-3-642-13122-6","Book"
"Fuzzy Logic in Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/BFb0095066","Anca L. RalescuJames G. Shanahan","1999","http://link.springer.com/book/10.1007/BFb0095066","Book"
"Logic Programming and Nonmonotonic Reasoning","Lecture Notes in Computer Science","","","","10.1007/978-3-030-20528-7","Dr. Marcello BalducciniYuliya LierlerProf. Stefan Woltran","2019","http://link.springer.com/book/10.1007/978-3-030-20528-7","Book"
"Advances in Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/3-540-64575-6","Robert E. MercerEric Neufeld","1998","http://link.springer.com/book/10.1007/3-540-64575-6","Book"
"The 3rd International Workshop on Intelligent Data Analysis and Management","Springer Proceedings in Complexity","","","","10.1007/978-94-007-7293-9","Lorna UdenLeon S.L. WangTzung-Pei HongHsin-Chang YangI-Hsien Ting","2013","http://link.springer.com/book/10.1007/978-94-007-7293-9","Book"
"Design and Implementation of Symbolic Computation Systems","Lecture Notes in Computer Science","","","","10.1007/BFb0013162","Alfonso Miola","1993","http://link.springer.com/book/10.1007/BFb0013162","Book"
"Information Processing and Management of Uncertainty in Knowledge-Based Systems","Communications in Computer and Information Science","","","","10.1007/978-3-319-08852-5","Anne LaurentOliver StraussBernadette Bouchon-MeunierRonald R. Yager","2014","http://link.springer.com/book/10.1007/978-3-319-08852-5","Book"
"Emerging Technologies in Knowledge Discovery and Data Mining","Lecture Notes in Computer Science","","","","10.1007/978-3-540-77018-3","Takashi WashioZhi-Hua ZhouJoshua Zhexue HuangXiaohua HuJinyan LiChao XieJieyue HeDeqing ZouKuan-Ching LiMário M. Freire","2007","http://link.springer.com/book/10.1007/978-3-540-77018-3","Book"
"Computer Vision – ECCV 2018","Lecture Notes in Computer Science","","","","10.1007/978-3-030-01270-0","Vittorio FerrariProf. Martial HebertCristian SminchisescuYair Weiss","2018","http://link.springer.com/book/10.1007/978-3-030-01270-0","Book"
"Bio-Inspired Computing: Theories and Applications","Communications in Computer and Information Science","","","","10.1007/978-981-19-1256-6","Linqiang PanZhihua CuiJianghui CaiLianghao Li","2022","http://link.springer.com/book/10.1007/978-981-19-1256-6","Book"
"Agent-Mediated Electronic Commerce III","Lecture Notes in Computer Science","","","","10.1007/3-540-44723-7","Frank DignumUlises Cortés","2001","http://link.springer.com/book/10.1007/3-540-44723-7","Book"
"Interactive Theorem Proving","Lecture Notes in Computer Science","","","","10.1007/978-3-319-22102-1","Christian UrbanXingyuan Zhang","2015","http://link.springer.com/book/10.1007/978-3-319-22102-1","Book"
"Advanced Informatics for Computing Research","Communications in Computer and Information Science","","","","10.1007/978-981-13-3143-5","Dr. Ashish Kumar LuhachDharm SinghProf. Pao-Ann HsiungProf. Kamarul Bin Ghazali HawariPawan LingrasDr. Pradeep Kumar Singh","2019","http://link.springer.com/book/10.1007/978-981-13-3143-5","Book"
"Applications and Usability of Interactive TV","Communications in Computer and Information Science","","","","10.1007/978-3-030-56574-9","María J. AbásoloRaoni KuleszaJoaquín D. Pina Amargós","2020","http://link.springer.com/book/10.1007/978-3-030-56574-9","Book"
"Internet Science","Lecture Notes in Computer Science","","","","10.1007/978-3-319-45982-0","Prof. Franco BagnoliAnna SatsiouIoannis StavrakakisProf. Paolo NesiGiovanna PaciniYanina WelpThanassis TiropanisDominic DiFranzo","2016","http://link.springer.com/book/10.1007/978-3-319-45982-0","Book"
"The Multi-Agent Programming Contest 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-88549-6","Tobias AhlbrechtJürgen DixNiklas FiekasTabajara Krausburg","2021","http://link.springer.com/book/10.1007/978-3-030-88549-6","Book"
"Formal Concept Analysis","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77867-5","Agnès BraudAleksey BuzmakovTom HanikaFlorence Le Ber","2021","http://link.springer.com/book/10.1007/978-3-030-77867-5","Book"
"Balancing Reactivity and Social Deliberation in Multi-Agent Systems","Lecture Notes in Computer Science","","","","10.1007/3-540-44568-4","Markus HannebauerJan WendlerEnrico Pagello","2001","http://link.springer.com/book/10.1007/3-540-44568-4","Book"
"Computational Intelligence, Cyber Security and Computational Models. Models and Techniques for Intelligent Systems and Automation","Communications in Computer and Information Science","","","","10.1007/978-981-15-9700-8","Suresh BalusamyProf. Alexander N. DudinProf. Manuel GrañaA. Kaja MohideenN. K. SreelajaB. Malar","2020","http://link.springer.com/book/10.1007/978-981-15-9700-8","Book"
"Cognitive Computing and Information Processing","Communications in Computer and Information Science","","","","10.1007/978-981-10-9059-2","T.N. NagabhushanAssoc. Prof. V. N. Manjunath AradhyaPrabhudev JagadeeshSeema ShuklaChayadevi M.L.","2018","http://link.springer.com/book/10.1007/978-981-10-9059-2","Book"
"Language, Music and Computing","Communications in Computer and Information Science","","","","10.1007/978-3-030-05594-3","Dr. Polina EismontOlga MitreninaAsya Pereltsvaig","2019","http://link.springer.com/book/10.1007/978-3-030-05594-3","Book"
"Computer Vision – ECCV 2014","Lecture Notes in Computer Science","","","","10.1007/978-3-319-10590-1","David FleetTomas PajdlaBernt SchieleTinne Tuytelaars","2014","http://link.springer.com/book/10.1007/978-3-319-10590-1","Book"
"Human-Computer Interaction – INTERACT 2013","Lecture Notes in Computer Science","","","","10.1007/978-3-642-40477-1","Paula KotzéGary MarsdenGitte LindgaardJanet WessonMarco Winckler","2013","http://link.springer.com/book/10.1007/978-3-642-40477-1","Book"
"Progress in Pattern Recognition, Image Analysis, Computer Vision, and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-319-25751-8","Alvaro PardoJosef Kittler","2015","http://link.springer.com/book/10.1007/978-3-319-25751-8","Book"
"Intelligent Tutoring Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-319-07221-0","Stefan Trausan-MatuKristy Elizabeth BoyerMartha CrosbyKitty Panourgia","2014","http://link.springer.com/book/10.1007/978-3-319-07221-0","Book"
"Information and Business Intelligence","Communications in Computer and Information Science","","","","10.1007/978-3-642-29084-8","Xilong QuYuhang Yang","2012","http://link.springer.com/book/10.1007/978-3-642-29084-8","Book"
"Progress in Pattern Recognition, Speech and Image Analysis","Lecture Notes in Computer Science","","","","10.1007/b94613","Alberto SanfeliuJosé Ruiz-Shulcloper","2003","http://link.springer.com/book/10.1007/b94613","Book"
"Advances in Computer Entertainment","Lecture Notes in Computer Science","","","","10.1007/978-3-642-34292-9","Anton NijholtTeresa RomãoDennis Reidsma","2012","http://link.springer.com/book/10.1007/978-3-642-34292-9","Book"
"Computer Vision","Communications in Computer and Information Science","","","","10.1007/978-3-662-48558-3","Honbin ZhaXilin ChenLiang WangQiguang Miao","2015","http://link.springer.com/book/10.1007/978-3-662-48558-3","Book"
"Intelligent Software Methodologies, Tools and Techniques","Communications in Computer and Information Science","","","","10.1007/978-3-319-17530-0","Hamido FujitaAli Selamat","2015","http://link.springer.com/book/10.1007/978-3-319-17530-0","Book"
"Verteilte Künstliche Intelligenz und kooperatives Arbeiten","Informatik-Fachberichte","","","","10.1007/978-3-642-76980-1","W. BrauerD. Hernández","1991","http://link.springer.com/book/10.1007/978-3-642-76980-1","Book"
"Decision Support Systems XII: Decision Support Addressing Modern Industry, Business, and Societal Needs","Lecture Notes in Business Information Processing","","","","10.1007/978-3-031-06530-9","Ana Paula Cabral Seixas CostaJason PapathanasiouUchitha JayawickramaDaouda Kamissoko","2022","http://link.springer.com/book/10.1007/978-3-031-06530-9","Book"
