Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Compiler Construction","Lecture Notes in Computer Science","","","","10.1007/3-540-36579-6","Görel Hedin","2003","http://link.springer.com/book/10.1007/3-540-36579-6","Book"
"End-User Development","Lecture Notes in Computer Science","","","","10.1007/978-3-319-58735-6","Simone BarbosaPanos MarkopoulosFabio PaternòSimone StumpfStefano Valtolina","2017","http://link.springer.com/book/10.1007/978-3-319-58735-6","Book"
"Solving Software Challenges for Exascale","Lecture Notes in Computer Science","","","","10.1007/978-3-319-15976-8","Stefano MarkidisErwin Laure","2015","http://link.springer.com/book/10.1007/978-3-319-15976-8","Book"
"Trustworthy Global Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-540-78663-4","Gilles BartheCédric Fournet","2008","http://link.springer.com/book/10.1007/978-3-540-78663-4","Book"
"Software Language Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-319-02654-1","Martin ErwigRichard F. PaigeEric Van Wyk","2013","http://link.springer.com/book/10.1007/978-3-319-02654-1","Book"
"Evaluation of Novel Approaches to Software Engineering","Communications in Computer and Information Science","","","","10.1007/978-3-642-32341-6","Leszek A. MaciaszekKang Zhang","2013","http://link.springer.com/book/10.1007/978-3-642-32341-6","Book"
"Software Engineering Education","Lecture Notes in Computer Science","","","","10.1007/BFb0024280","James E. Tomayko","1991","http://link.springer.com/book/10.1007/BFb0024280","Book"
"Requirements Engineering: Foundation for Software Quality","Lecture Notes in Computer Science","","","","10.1007/978-3-642-02050-6","Martin GlinzPatrick Heymans","2009","http://link.springer.com/book/10.1007/978-3-642-02050-6","Book"
"NETWORKING 2011 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-642-23041-7","Vicente Casares-GinerPietro ManzoniAna Pont","2011","http://link.springer.com/book/10.1007/978-3-642-23041-7","Book"
"Semantics: Foundations and Applications","Lecture Notes in Computer Science","","","","10.1007/3-540-56596-5","J. W. de BakkerW. -P. de RoeverG. Rozenberg","1993","http://link.springer.com/book/10.1007/3-540-56596-5","Book"
"Service-Oriented Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-642-17358-5","Paul P. MaglioMathias WeskeJian YangMarcelo Fantinato","2010","http://link.springer.com/book/10.1007/978-3-642-17358-5","Book"
"Membrane Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-642-54239-8","Artiom AlhazovSvetlana CojocaruMarian GheorgheYurii RogozhinGrzegorz RozenbergArto Salomaa","2014","http://link.springer.com/book/10.1007/978-3-642-54239-8","Book"
"Current Trends in Web Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-642-16985-4","Florian DanielFederico Michele Facca","2010","http://link.springer.com/book/10.1007/978-3-642-16985-4","Book"
"Modelling Foundations and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-319-61482-3","Anthony AnjorinHuáscar Espinoza","2017","http://link.springer.com/book/10.1007/978-3-319-61482-3","Book"
"Mobile Agents","Lecture Notes in Computer Science","","","","10.1007/3-540-36112-X","Niranjan Suri","2002","http://link.springer.com/book/10.1007/3-540-36112-X","Book"
"Computer Performance Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-319-66583-2","Philipp ReineckeAntinisca Di Marco","2017","http://link.springer.com/book/10.1007/978-3-319-66583-2","Book"
"Distributed Computing - IWDC 2004","Lecture Notes in Computer Science","","","","10.1007/b104419","Arunabha SenNabanita DasSajal K. DasBhabani P. Sinha","2005","http://link.springer.com/book/10.1007/b104419","Book"
"ENTERprise Information Systems","Communications in Computer and Information Science","","","","10.1007/978-3-642-24352-3","Maria Manuela Cruz-CunhaJoão VarajãoPhilip PowellRicardo Martinho","2011","http://link.springer.com/book/10.1007/978-3-642-24352-3","Book"
"Model Checking Software","Lecture Notes in Computer Science","","","","10.1007/3-540-46017-9","Dragan BošnačkiStefan Leue","2002","http://link.springer.com/book/10.1007/3-540-46017-9","Book"
"Software Process Improvement","Lecture Notes in Computer Science","","","","10.1007/b102170","Torgeir Dingsøyr","2004","http://link.springer.com/book/10.1007/b102170","Book"
"Analytical and Stochastic Modeling Techniques and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-642-13568-2","Khalid Al-BegainDieter FiemsWilliam J. Knottenbelt","2010","http://link.springer.com/book/10.1007/978-3-642-13568-2","Book"
"Engineering Multi-Agent Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-642-45343-4","Massimo CossentinoAmal El Fallah SeghrouchniMichael Winikoff","2013","http://link.springer.com/book/10.1007/978-3-642-45343-4","Book"
"Grid Computing — GRID 2001","Lecture Notes in Computer Science","","","","10.1007/3-540-45644-9","Craig A. Lee","2001","http://link.springer.com/book/10.1007/3-540-45644-9","Book"
"Foundations of Software Science and Computational Structures","Lecture Notes in Computer Science","","","","10.1007/978-3-642-28729-9","Lars Birkedal","2012","http://link.springer.com/book/10.1007/978-3-642-28729-9","Book"
"Software Architectures, Components, and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-540-77619-2","Sven OverhageClemens A. SzyperskiRalf ReussnerJudith A. Stafford","2007","http://link.springer.com/book/10.1007/978-3-540-77619-2","Book"
"Interactive Multimedia Learning Environments","NATO ASI Series","","","","10.1007/978-3-642-77705-9","Max Giardina","1992","http://link.springer.com/book/10.1007/978-3-642-77705-9","Book"
"Lean Enterprise Software and Systems","Lecture Notes in Business Information Processing","","","","10.1007/978-3-642-16416-3","Pekka AbrahamssonNilay Oza","2010","http://link.springer.com/book/10.1007/978-3-642-16416-3","Book"
"Reliability, Safety, and Security of Railway Systems. Modelling, Analysis, Verification, and Certification","Lecture Notes in Computer Science","","","","10.1007/978-3-319-68499-4","Alessandro FantechiThierry LecomteAlexander Romanovsky","2017","http://link.springer.com/book/10.1007/978-3-319-68499-4","Book"
"Computer Information Systems and Industrial Management","Lecture Notes in Computer Science","","","","10.1007/978-3-319-99954-8","Khalid SaeedWładysław Homenda","2018","http://link.springer.com/book/10.1007/978-3-319-99954-8","Book"
"Declarative Programming, Sasbachwalden 1991","Workshops in Computing","","","","10.1007/978-1-4471-3794-8","John Darlington BSc (Hons), PhDRoland Dietrich","1992","http://link.springer.com/book/10.1007/978-1-4471-3794-8","Book"
"Developments in Applied Artificial Intelligence","Lecture Notes in Computer Science","","","","10.1007/3-540-48035-8","Tim HendtlassMoonis Ali","2002","http://link.springer.com/book/10.1007/3-540-48035-8","Book"
"Verified Software. Theories, Tools, and Experiments","Lecture Notes in Computer Science","","","","10.1007/978-3-030-41600-3","Prof. Supratik ChakrabortyDr. Jorge A. Navas","2020","http://link.springer.com/book/10.1007/978-3-030-41600-3","Book"
"Erzeugung interaktiver Bildverarbeitungssysteme im Dialog","Informatik-Fachberichte","","","","10.1007/978-3-642-68352-7","Guido Pfeiffer","1982","http://link.springer.com/book/10.1007/978-3-642-68352-7","Book"
"Computational Logistics","Lecture Notes in Computer Science","","","","10.1007/978-3-319-24264-4","Francesco CormanProf. Dr. Stefan VoßRudy R. Negenborn","2015","http://link.springer.com/book/10.1007/978-3-319-24264-4","Book"
"Formal Concept Analysis","Lecture Notes in Computer Science","","","","10.1007/978-3-540-70901-5","Sergei O. KuznetsovStefan Schmidt","2007","http://link.springer.com/book/10.1007/978-3-540-70901-5","Book"
"Mobile, Secure, and Programmable Networking","Lecture Notes in Computer Science","","","","10.1007/978-3-319-50463-6","Selma BoumerdassiÉric RenaultSamia Bouzefrane","2016","http://link.springer.com/book/10.1007/978-3-319-50463-6","Book"
"Autonomic and Trusted Computing","Lecture Notes in Computer Science","","","","10.1007/978-3-642-02704-8","Juan González NietoWolfgang ReifGuojun WangJadwiga Indulska","2009","http://link.springer.com/book/10.1007/978-3-642-02704-8","Book"
"Service-Oriented Computing ICSOC 2006","Lecture Notes in Computer Science","","","","10.1007/978-3-540-75492-3","Dimitrios GeorgakopoulosNorbert RitterBoualem BenatallahChristian ZirpinsGeorge FeuerlichtMarten SchoenherrHamid R. Motahari-Nezhad","2007","http://link.springer.com/book/10.1007/978-3-540-75492-3","Book"
"SOFSEM 2011: Theory and Practice of Computer Science","Lecture Notes in Computer Science","","","","10.1007/978-3-642-18381-2","Ivana ČernáTibor GyimóthyJuraj HromkovičKeith JeffereyRastislav KrálovićMarko VukolićStefan Wolf","2011","http://link.springer.com/book/10.1007/978-3-642-18381-2","Book"
"Engineering Distributed Objects","Lecture Notes in Computer Science","","","","10.1007/3-540-45254-0","Wolfgang EmmerichStefan Tai","2001","http://link.springer.com/book/10.1007/3-540-45254-0","Book"
"Internet der Dinge","Informatik aktuell","","","","10.1007/978-3-662-53443-4","Wolfgang A. HalangHerwig Unger","2016","http://link.springer.com/book/10.1007/978-3-662-53443-4","Book"
"Static Analysis","Lecture Notes in Computer Science","","","","10.1007/b87738","Jens Palsberg","2000","http://link.springer.com/book/10.1007/b87738","Book"
"Mobile Computing, Applications, and Services","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-642-32320-1","Joy Ying ZhangJarek WilkiewiczAni Nahapetian","2012","http://link.springer.com/book/10.1007/978-3-642-32320-1","Book"
"Advanced Data Mining and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-540-88192-6","Changjie TangCharles X. LingXiaofang ZhouNick J. CerconeXue Li","2008","http://link.springer.com/book/10.1007/978-3-540-88192-6","Book"
"SOFSEM 2006: Theory and Practice of Computer Science","Lecture Notes in Computer Science","","","","10.1007/11611257","Jiří WiedermannGerard TelJaroslav PokornýMária BielikováJúlius Štuller","2006","http://link.springer.com/book/10.1007/11611257","Book"
"Advanced Information Systems Engineering Workshops","Lecture Notes in Business Information Processing","","","","10.1007/978-3-319-60048-2","Andreas MetzgerAnne Persson","2017","http://link.springer.com/book/10.1007/978-3-319-60048-2","Book"
"Programming Languages","Lecture Notes in Computer Science","","","","10.1007/978-3-319-11863-5","Fernando Magno Quintão Pereira","2014","http://link.springer.com/book/10.1007/978-3-319-11863-5","Book"
"Advances in Applied Economics, Business and Development","Communications in Computer and Information Science","","","","10.1007/978-3-642-23020-2","Qingyuan Zhou","2011","http://link.springer.com/book/10.1007/978-3-642-23020-2","Book"
"Advances in Building Information Modeling","Communications in Computer and Information Science","","","","10.1007/978-3-031-16895-6","Ozan Önder ÖzenerSalih OfluogluUmit Isikdag","2022","http://link.springer.com/book/10.1007/978-3-031-16895-6","Book"
"NETWORKING 2008 Ad Hoc and Sensor Networks, Wireless Networks, Next Generation Internet","Lecture Notes in Computer Science","","","","10.1007/978-3-540-79549-0","Amitabha DasHung Keng PungFrancis Bu Sung LeeLawrence Wai Choong Wong","2008","http://link.springer.com/book/10.1007/978-3-540-79549-0","Book"
"Job Scheduling Strategies for Parallel Processing","Lecture Notes in Computer Science","","","","10.1007/978-3-642-35867-8","Walfredo CirneNarayan DesaiEitan FrachtenbergUwe Schwiegelshohn","2013","http://link.springer.com/book/10.1007/978-3-642-35867-8","Book"
"Computer Aided Verification","Lecture Notes in Computer Science","","","","10.1007/3-540-60045-0","Pierre Wolper","1995","http://link.springer.com/book/10.1007/3-540-60045-0","Book"
"Advances in Cryptology – CRYPTO 2017","Lecture Notes in Computer Science","","","","10.1007/978-3-319-63697-9","Jonathan KatzHovav Shacham","2017","http://link.springer.com/book/10.1007/978-3-319-63697-9","Book"
"Tests and Proofs","Lecture Notes in Computer Science","","","","10.1007/978-3-642-21768-5","Martin GogollaBurkhart Wolff","2011","http://link.springer.com/book/10.1007/978-3-642-21768-5","Book"
"Programming Languages and Systems","Lecture Notes in Computer Science","","","","10.1007/11924661","Naoki Kobayashi","2006","http://link.springer.com/book/10.1007/11924661","Book"
"Economics of Grids, Clouds, Systems, and Services","Lecture Notes in Computer Science","","","","10.1007/978-3-319-14609-6","Jörn AltmannKurt VanmechelenOmer F. Rana","2014","http://link.springer.com/book/10.1007/978-3-319-14609-6","Book"
"Requirements Engineering ’91","Informatik-Fachberichte","","","","10.1007/978-3-642-76622-0","Michael Timm","1991","http://link.springer.com/book/10.1007/978-3-642-76622-0","Book"
"Cloud Computing","Lecture Notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering","","","","10.1007/978-3-319-03874-2","Mazin YousifLutz Schubert","2013","http://link.springer.com/book/10.1007/978-3-319-03874-2","Book"
"Future Generation Information Technology","Lecture Notes in Computer Science","","","","10.1007/978-3-642-17569-5","Tai-hoon KimYoung-hoon LeeByeong-Ho KangDominik Ślęzak","2010","http://link.springer.com/book/10.1007/978-3-642-17569-5","Book"
"Web Information Systems Engineering – WISE 2013","Lecture Notes in Computer Science","","","","10.1007/978-3-642-41230-1","Xuemin LinYannis ManolopoulosDivesh SrivastavaGuangyan Huang","2013","http://link.springer.com/book/10.1007/978-3-642-41230-1","Book"
"Software Quality. Increasing Value in Software and Systems Development","Lecture Notes in Business Information Processing","","","","10.1007/978-3-642-35702-2","Dietmar WinklerStefan BifflJohannes Bergsmann","2013","http://link.springer.com/book/10.1007/978-3-642-35702-2","Book"
"Theoretical Aspects of Computing – ICTAC 2018","Lecture Notes in Computer Science","","","","10.1007/978-3-030-02508-3","Bernd FischerTarmo Uustalu","2018","http://link.springer.com/book/10.1007/978-3-030-02508-3","Book"
"Structured Object-Oriented Formal Language and Method","Lecture Notes in Computer Science","","","","10.1007/978-3-319-17404-4","Shaoying LiuZhenhua Duan","2015","http://link.springer.com/book/10.1007/978-3-319-17404-4","Book"
"Business Process Management","Lecture Notes in Computer Science","","","","10.1007/978-3-642-15618-2","Richard HullJan MendlingStefan Tai","2010","http://link.springer.com/book/10.1007/978-3-642-15618-2","Book"
"Dependable Software Engineering. Theories, Tools, and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-319-99933-3","Xinyu FengProf. Dr. Markus Müller-OlmDr. Zijiang Yang","2018","http://link.springer.com/book/10.1007/978-3-319-99933-3","Book"
"Testing of Communicating Systems","Lecture Notes in Computer Science","","","","10.1007/b136676","Ferhat KhendekRachida Dssouli","2005","http://link.springer.com/book/10.1007/b136676","Book"
"Ubiquitous Computing Systems","Lecture Notes in Computer Science","","","","10.1007/11526858","Hitomi MurakamiHideyuki NakashimaHideyuki TokudaMichiaki Yasumura","2005","http://link.springer.com/book/10.1007/11526858","Book"
"Engineering Societies in the Agents World VII","Lecture Notes in Computer Science","","","","10.1007/978-3-540-75524-1","Gregory M. P. O’HareAlessandro RicciMichael J. O’GradyOğuz Dikenelli","2007","http://link.springer.com/book/10.1007/978-3-540-75524-1","Book"
"Intelligent Software Methodologies, Tools and Techniques","Communications in Computer and Information Science","","","","10.1007/978-3-319-22689-7","Hamido FujitaGuido Guizzi","2015","http://link.springer.com/book/10.1007/978-3-319-22689-7","Book"
"CONCUR 2011 – Concurrency Theory","Lecture Notes in Computer Science","","","","10.1007/978-3-642-23217-6","Joost-Pieter KatoenBarbara König","2011","http://link.springer.com/book/10.1007/978-3-642-23217-6","Book"
"Agile Processes in Software Engineering and Extreme Programming","Lecture Notes in Business Information Processing","","","","10.1007/978-3-642-01853-4","Pekka AbrahamssonMichele MarchesiFrank Maurer","2009","http://link.springer.com/book/10.1007/978-3-642-01853-4","Book"
"Automated Deduction – CADE-24","Lecture Notes in Computer Science","","","","10.1007/978-3-642-38574-2","Maria Paola Bonacina","2013","http://link.springer.com/book/10.1007/978-3-642-38574-2","Book"
"On the Move to Meaningful Internet Systems: OTM 2010 Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-642-16961-8","Robert MeersmanTharam DillonPilar Herrero","2010","http://link.springer.com/book/10.1007/978-3-642-16961-8","Book"
"Software Configuration Management","Lecture Notes in Computer Science","","","","10.1007/3-540-39195-9","Bernhard WestfechtelAndré van der Hoek","2003","http://link.springer.com/book/10.1007/3-540-39195-9","Book"
"Formal Methods and Software Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-030-32409-4","Yamine Ait-AmeurProf. Shengchao Qin","2019","http://link.springer.com/book/10.1007/978-3-030-32409-4","Book"
"Provenance and Annotation of Data and Processes","Lecture Notes in Computer Science","","","","10.1007/978-3-319-98379-0","Khalid BelhajjameAshish GehaniPinar Alper","2018","http://link.springer.com/book/10.1007/978-3-319-98379-0","Book"
"Empowering Learners for Life in the Digital Age","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-23513-0","Prof. Dr. Don PasseyProf. Dr. Rosa BottinoDr. Cathy LewinDr. Eric Sanchez","2019","http://link.springer.com/book/10.1007/978-3-030-23513-0","Book"
"Middleware 2001","Lecture Notes in Computer Science","","","","10.1007/3-540-45518-3","Rachid Guerraoui","2001","http://link.springer.com/book/10.1007/3-540-45518-3","Book"
"Search-Based Software Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-319-99241-9","Thelma Elita ColanziPhil McMinn","2018","http://link.springer.com/book/10.1007/978-3-319-99241-9","Book"
"Embedded Software and Systems","Lecture Notes in Computer Science","","","","10.1007/11535409","Zhaohui WuChun ChenMinyi GuoJiajun Bu","2005","http://link.springer.com/book/10.1007/11535409","Book"
"Principles and Practice of Constraint Programming - CP 2009","Lecture Notes in Computer Science","","","","10.1007/978-3-642-04244-7","Ian P. Gent","2009","http://link.springer.com/book/10.1007/978-3-642-04244-7","Book"
"Human-Centered Software Engineering","Lecture Notes in Computer Science","","","","10.1007/978-3-662-44811-3","Stefan SauerCristian BogdanPeter ForbrigRegina BernhauptMarco Winckler","2014","http://link.springer.com/book/10.1007/978-3-662-44811-3","Book"
