Last     |  Screen Name      |  Followers           |  Statuses |  Creation |  Name

2016:09  |  CatsLoveSpace    |  6374                |  7600     |  2015:12  |  Cats in space                                       |  Cats in space? Why not? They love it there!                                                                                                                                                            |  No url
2021:03  |  BarrellC         |  1634                |  1112     |  2018:12  |  CatsOfCotswoldia                                    |  Avgas, King of Cotswoldia ruling 3 princesses, Avtur, Avtag & Avpin, with an aviating staff of 3. No politics - just cats! #ThisIsTheWordOfAvgas #ThanksBeToCats                                       |  No url
2021:03  |  edward_l_ayers   |  7872                |  316      |  2015:09  |  Edward L. Ayers                                     |  Historian of the American South, pioneer and advocate of digital history. Current projects: @FuturePastShow @BackStoryRadio @bunkhistory @UR_DSL @ACWMuseum                                            |  https://edwardayers.com/
2021:03  |  nonplayercat     |  49615               |  6226     |  2008:03  |  Rebecca                                             |  I make @Ooblets! Programmer, artist, and small human. Be my frienndddd okay                                                                                                                            |  https://ooblets.com/
2021:04  |  _F_B_G_          |  11783               |  22656    |  2012:08  |  Fergus Butler-Gallie                                |  Writer, clergyman and fool.                                                                                                                                                                            |  https://oneworld-publications.com/priests-de-la-resistance-hb.html
2021:04  |  AcademiaObscura  |  128257              |  1340     |  2014:07  |  Academia nsqO                                       |  The hidden silly side of higher education. Ed: @MarinePolicy  Book out now: https://t.co/jc7rLM62d8.                                                                                                   |  No url
2021:04  |  AfricaACSS       |  17559               |  29777    |  2010:09  |  Africa Center                                       |  Advancing African security by expanding understanding, providing a trusted platform for dialogue, building partnerships, and catalyzing solutions                                                      |  https://t.co/NDa3dK38Mm
2021:04  |  AlanZucconi      |  20923               |  35650    |  2012:03  |  Alan Zucconi                                        |  Course Leader @GoldsmithsUoL  Science Communicator  Lecturer  Machine Learning  Shader Master  Game Development  30 Under 30  @PikuNikuGame                                                            |  https://www.patreon.com/AlanZucconi
2021:04  |  AlphaCatPA       |  1670                |  27265    |  2017:11  |  AlphaCatPennsylvania                                |  I'm a cat lucky enough to have a home & family. My job to remind humans to VOTE and WEAR A MASK!  Home of the #PurrVideo #AdoptDontShop                                                                |  No url
2021:04  |  amhc2016         |  1167                |  1809     |  2016:08  |  AMHC                                                |  Internationally-based resource for graduate students. We support folks with mental illness and advocate for mental health promotion. Various team members tweet.                                       |  https://amhcollective.com/
2021:04  |  AndrewSshi       |  1948                |  25643    |  2013:06  |  Andrew Reeves                                       |  I'm a balding Episcopalian with a PhD in medieval studies and a research focus on Church history. I get excited about oatmeal and post pics of my cats online.                                         |  No url
2021:04  |  autistichoya     |  26946               |  33659    |  2012:06  |  Lydia X. Z. Brown                                   |  advocate, organizer, strategist, adjunct prof, lawyer  abolition, disability justice, collective liberation, love  be fierce, kind, tender, unapologetic, loud                                         |  https://lydiaxzbrown.com/
2021:04  |  average_mammal   |  4560                |  3514     |  2013:02  |  Dr. Melissa                                         |  Chicken enthusiast. Mom. Prof w PhD Mol Biol. No pseudoscience. Tax the rich. Universal childcare, healthcare, education, housing, income. she/her #VaccinesWork                                       |  No url
2021:04  |  Babbeslut        |  55337               |  31       |  2020:11  |  B a b e                                             |  Possessed by the demon of masturbation  Explicit content  Turn on notifications                                                                                                                        |  https://hornyslut.co/
2021:04  |  bellandpixel     |  2265                |  4225     |  2009:03  |  Charlotte Belland                                   |  Educator @ccadedu Illustrator / Animator "Draw All the Animals!"                                                                                                                                       |  https://www.bellandpixel.com/
2021:04  |  benprunty        |  15577               |  36702    |  2008:08  |  Ben Prunty                                          |  Music guy for FTL, Into the Breach, Subnautica: Below Zero & others. I did not work on Subnautica 1 Polyamorous. ADHD. Cat dad. He/Him. Pic by @michaelfirman                                          |  https://benpruntymusic.com/launchpad
2021:04  |  BitchestheCat    |  52040               |  67762    |  2014:01  |  A Cat Named Bitches                                 |  Born on a Wisconsin farm, hardened by the city. Political dissident. Cat art collector. The cat Frank White. Currently teaching paw work in heaven. Fuck Racism.                                       |  https://www.bitchesthecat.com/shop/
2021:04  |  Bodegacats_      |  545021              |  3921     |  2014:08  |  Bodega Cats                                         |  No description                                                                                                                                                                                         |  https://bodegacats.nyc/
2021:04  |  Botanygeek       |  154268              |  33755    |  2010:09  |  James Wong                                          |  Botanist | Science Communicator | Lives with 500 houseplants                                                                                                                                           |  https://www.instagram.com/botanygeek
2021:04  |  bug_gwen         |  24822               |  50961    |  2009:01  |  Gwen Pearson                                        |  I'm a bug AND a feature! I do insect education & write about science. Founder of @ento_allies. Tweets personal/do not represent employers etc etc. she/her/PhD                                         |  https://bit.ly/GwenPearson
2021:04  |  caenhillcc       |  74203               |  9295     |  2013:02  |  caenhillcc                                          |  An education & wellbeing charity in Devizes UK supporting rescue animals &young people's education. Sponsors, Patreons wanted @caenhillcc caenhillcc@gmail.com                                         |  https://www.caenhillcc.org.uk/
2021:04  |  CAIRNational     |  53366               |  72797    |  2010:10  |  CAIR National                                       |  Leading advocates for justice and mutual understanding                                                                                                                                                 |  https://www.cair.com/
2021:04  |  CanYouPetTheDog  |  488265              |  1468     |  2019:03  |  Can You Pet the Dog?                                |  A catalog of pettable and non-pettable dogs in video games. Manual input resulting in visual representation of petting is required for affirmation.                                                    |  https://store.steampowered.com/curator/37676062/
2021:04  |  catacalypto      |  8246                |  61160    |  2015:09  |  Cat Manning (,)                                     |  Nebula-nominated narrative designer/writer. Narrative @ Riot (LoL, R&D); blaseball. Prev: Pathologic 2, WTWTLW, etc.  procgen text; PhD in Lit; personal acct.                                         |  https://catacalypto.substack.com/
2021:04  |  Catholic_Guilt_  |  3858                |  9788     |  2013:05  |  adriana la cervas ghost                             |  ,                                                                                                                                                                                                      |  https://instagram.com/cowboy_tortilla_thief
2021:04  |  catlikecoding    |  9631                |  1919     |  2009:07  |  Jasper Flick                                        |  Dutch independent Unity developer and tutorial writer.                                                                                                                                                 |  https://catlikecoding.com/
2021:04  |  Catmoo           |  3587                |  11392    |  2008:03  |  Catherine Woolley                                   |  Designer @MediaMolecule #DreamsPS4 | BAFTA Games Committee | BAFTA Breakthrough Brit | Previously worked on Alien: Isolation + other games! | Game Jammer | Twin                                       |  https://catmoo.co.uk/
2021:04  |  chrisamaphone    |  5610                |  7673     |  2007:05  |  Chris Martens                                       |  I teach and research video games at @NCState Computer Science. Residing on unceded Catawba/Tuscarora land. Queer & neurodivergent. https://t.co/ucZRAW35bk                                             |  https://go.ncsu.edu/cmartens
2021:04  |  CleverComebacks  |  62147               |  73       |  2021:02  |  Clever Comebacks                                    |  the most clever, hilarious, and biting comebacks from across the internet  dm submissions  click on the bell for notifications                                                                         |  https://www.instagram.com/killercomebacks/
2021:04  |  CornOnTheGoblin  |  74954               |  19424    |  2013:06  |  Cat Damon                                           |  hi my name is Cory  https://t.co/DPWjNfkUnO                                                                                                                                                            |  https://www.instagram.com/cornonthegoblin/
2021:04  |  crampell         |  186943              |  71107    |  2008:04  |  Catherine Rampell                                   |  Syndicated op-ed columnist @washingtonpost, commentator @cnn, special correspondent @newshour. Previously econ/theater NYT. Econ, immigration, tax, politics etc                                       |  https://www.washingtonpost.com/people/catherine-rampell
2021:04  |  CuriousZelda     |  208956              |  9935     |  2015:11  |  Curious Zelda                                       |  I am Zelda the cat. Hunter of house flies and keeper of string. Easily startled. Often caught staring. Author of book.                                                                                 |  https://www.amazon.co.uk/Adventures-Curious-Cat-wisdom-purrfect/dp/0751581194
2021:04  |  CurrentSociolog  |  7972                |  3661     |  2015:06  |  Current Sociology                                   |  Since 1952 one of the most widely cited sociology journals in the world. A rigorous peer-reviewed international publication of @ISA_sociology.                                                         |  https://csi.sagepub.com/
2021:04  |  cyberglot        |  3135                |  16269    |  2011:02  |  cyberglot aka april                                 |  human raccoon  | PL nerd, category theory baby | @juvixlang core dev | autistic queer of colour, they/them                                                                                             |  https://cyberglot.space/
2021:04  |  datasociety      |  68932               |  10352    |  2013:09  |  Data & Society                                      |  Data & Society is a nonprofit research institute that studies the social implications of data-centric technologies & automation.                                                                       |  https://t.co/kXdGuWyZJA
2021:04  |  DaxsCats         |  1828                |  54506    |  2015:01  |  Dax's Cats                                          |  Tweets random pictures of @DaxAeterna's cats! Photos stored on AWS, built in Ruby, hosted on heroku                                                                                                    |  https://dax.cat/
2021:04  |  Decoysheep       |  347                 |  40629    |  2009:05  |  Group chat abstainer                                |  chain-smoking, alcoholic, old as hell Oklahoman nerd/hick who sometimes says funny things. sex positive demiromantic/asexual. he/him they/them demonwhore 31                                           |  https://curiouscat.me/decoysheep
2021:04  |  deray            |  1056234             |  274457   |  2009:04  |  deray                                               |  I will never betray my heart. Activist. Organizer. Educator || @PodSaveThePpl || Author || IG: iamderay || deray@deray.com || (410) 204-2013 (text me)                                                 |  https://deray.com/
2021:04  |  digiphile        |  236882              |  195645   |  2007:03  |  Alex Howard                                         |  Dad, cyclist, chef | Director, @DigitalDemocrcy | Editor @ePluribusUnum | @OpenGov advocate | @Epicureanist | @CivicTexts: https://t.co/i7JGSSoJWt |4108499808                                         |  https://digiphile.info/about/
2021:04  |  DigitalAgeD      |  623                 |  18473    |  2010:09  |  Digital Age Defense                                 |  Tracking, discussing, pontificating, and, where necessary, defending against criminal sanctions for technology use and development. Maintained by @cathygellis.                                        |  https://t.co/wsOeAq8j6u
2021:04  |  dphrygian        |  4685                |  41480    |  2009:01  |  David Lindsey Pittman                               |  Anxious indoor cat, Christian, twin. Black lives matter. Trans rights are human rights. Mostly wrestling tweets, sorry. @question_games / @MinorKeyGames He/him.                                       |  https://dphrygian.com/
2021:04  |  DukePress        |  41748               |  35276    |  2008:10  |  Duke University Press                               |  Disseminating knowledgethrough the publication of printed books, periodicals, and electronic filesbeyond the confines of the University's campus.                                                      |  https://www.dukeupress.edu/
2021:04  |  dynarski         |  40156               |  103909   |  2009:08  |  Prof Dynarski                                       |  economist | inequality & education | 1st-gen coll grad | my snark | now @UMich next @Harvard | @nytimes columns at https://t.co/SO76U0L0jF                                                             |  https://www.susandynarski.com/
2021:04  |  ellle_em         |  48086               |  150979   |  2017:02  |  Elle M. (they/them)                                 |  Elle. 35. They/them. Not a girl. USian in Spain. Writer, cat rescuer. I name cats after Pokemon. Too political for cat twitter too cat for political twitter                                           |  https://gumroad.com/ellle_em
2021:04  |  EmanuelleBurton  |  467                 |  2653     |  2017:05  |  Dr. Emanuelle Burton                                |  Religion & Literature PhD. Comp sci ethics educator. Scholar of sci fi & fantasy. Condiment enthusiast. Half my heart is in Kentucky. she/her                                                          |  No url
2021:04  |  emax             |  3885                |  20802    |  2007:05  |  electronic max                                      |  Max Van Kleek  Associate Prof at @CompSciOxford & Fellow of @KelloggOx. Human Centred AI & HCI @oxhcai, designing for human values. Views my own. he/him                                               |  https://hip.cat/emax
2021:04  |  EmmaLouiseBacke  |  2280                |  5869     |  2012:09  |  Emma Louise Backe                                   |  PhD candidate Medical Anthropology @GW_Anthro former @Vassar witch // managing editor & writer @GeekAnthro // GBV & reproductive justice advocate                                                      |  https://www.emmalouisebacke.org/
2021:04  |  ENCATC           |  5012                |  3509     |  2011:03  |  ENCATC                                              |  ENCATC is the European network on cultural management and policy. Since 1992.                                                                                                                          |  https://t.co/I9lGwsrXmO
2021:04  |  ErrataRob        |  44766               |  112211   |  2008:07  |  Rob Graham, provocateur                             |  Created:[BlackICE,IPS,sidejacking,masscan].   Doing:[blog,code,cyber-rights,Internet-scanning].   Unethical coder.                                                                                     |  https://t.co/9cYcfxcC7y
2021:04  |  evamacalpi       |  2277                |  68476    |  2013:10  |  /                                                   |  Answering Tweets sporadically since 2013. Artist & cat servant 2 @ChalkyMacalpi & formerly@pookiemacalpi OTRB, always missed  I'm just here for the peace man                                          |  https://www.etsy.com/shop/PookiePics?ele=shop_open
2021:04  |  Evatwenty        |  232013              |  219      |  2020:08  |  E V A                                               |  I want a sugar daddy  Explicit content  Dm for surprise  Turn on notifications                                                                                                                         |  https://evatwenty.me/
2021:04  |  evilbmcats       |  161958              |  2294     |  2014:02  |  Black Metal Cats                                    |  De mysteriis dom sathanas cattus. Store: https://t.co/V031hQrUye Submissions: blackmetalcats@gmail.com                                                                                                 |  https://www.facebook.com/evilbmcats/
2021:04  |  exaltiora        |  10761               |  154641   |  2015:09  |  yana                                                |  a cemetery cat first, a human being second | icon by @lykoiii                                                                                                                                          |  No url
2021:04  |  FLIxrisk         |  29467               |  3153     |  2014:06  |  Future of Life Institute                            |  FLI catalyzes and supports research and initiatives to safeguard life and develop optimistic visions of the future. Official account. RT is not endorsement.                                           |  https://t.co/Pr2VOv6JYz
2021:04  |  FPAdventuresBot  |  2008                |  4335     |  2018:04  |  First Person Adventures                             |  Dedicated to the art and beauty of first-person, point-and-click adventure games.  Posts a screenshot every six hours.  Bot by @greg_p_kennedy.  #botALLY                                              |  No url
2021:04  |  FunctorFact      |  22314               |  2413     |  2016:06  |  Functor Fact                                        |  Functional programming and category theory tweets from @JohnDCook                                                                                                                                      |  https://johndcook.com/functor
2021:04  |  FXMC1957         |  57750               |  82647    |  2011:02  |  Prof. Frank McDonough                               |  Historian l Top 10 History Influencer. Tweets facts that happened on This Day in History at 8.00 AM (BST). Its a journey to inform, educate and entertain.                                             |  No url
2021:04  |  GameHistoryOrg   |  35732               |  1343     |  2016:09  |  Video Game History Foundation                       |  Nonprofit dedicated to preserving, celebrating, and teaching the history of video games. Curated by @frankcifaldi and @kelslewin. DMs open.                                                            |  https://gamehistory.org/
2021:04  |  gasouline        |  203239              |  244      |  2016:10  |  Alice                                               |  I LOVE TO FUCK  Explicit content  Enjoy me   Turn on notifications                                                                                                                                     |  https://goodfuck.co/
2021:04  |  GGrucilla        |  4970                |  58757    |  2011:02  |  Chloe Ann-King                                      |  Hospo worker l Welfare & hospo advocate l Founder of RTB: your hospo union l Working class academic l Freelance writer focus on welfare+work l 'Socialist Bitch'                                       |  https://patreon.com/user?u=379142&utm_medium=social&utm_source=twitter&utm_campaign=creatorshare2
2021:04  |  gigoiastudios    |  405                 |  2418     |  2009:07  |  Gigoia Studios                                      |  FINE ARTS GAMES #virtualreality #VR #finearts #games #arteducation  #artgallery #soundtracks #unity3d Society6: https://t.co/AUFc1NQCei Partner: @starpalmgames                                        |  https://www.gigoiastudios.com/
2021:04  |  gravislizard     |  11385               |  220374   |  2011:03  |  Gravis, Part-Time 8-Bit Toaster                     |  queer | leftist | capitalism is a prison | hardware archaeologist | software anthropologist | he/him | =I HAVE A YOUTUBE CHANNEL= https://t.co/gh8Uo86b7h                                              |  https://youtube.com/CathodeRayDude
2021:04  |  hellogames       |  230338              |  4324     |  2009:07  |  Hello Games                                         |  We're dedicated to the craft of creating games that will make you cry joyful rainbow tears. Currently working on @NoMansSky!                                                                           |  https://t.co/H9OJEbZROE
2021:04  |  HempHop          |  400                 |  243      |  2018:11  |  Hemp Hop                                            |  Focused on bringing the highest quality hemp products direct to you delivered same day in select locations and shipped across the US! #cbd                                                             |  https://hemphop.co/
2021:04  |  HillaryClinton   |  30968498            |  12639    |  2013:04  |  Hillary Clinton                                     |  2016 Democratic Nominee, SecState, Senator, hair icon. Mom, Wife, Grandma x3, lawyer, advocate, fan of walks in the woods & standing up for our democracy.                                             |  https://onwardtogether.org/
2021:04  |  HistoryMuppet    |  186068              |  18959    |  2018:10  |  Muppet History                                      |  A fan page dedicated to continuing the spirit and silliness of Jim Henson! (He/Him) Created by @HalfHearted_JG Business: MuppetHistory@outlook.com                                                     |  https://linktr.ee/MuppetHistory
2021:04  |  holly            |  124160              |  67082    |  2007:07  |  Holly '9 Cats' Brockwell                            |  Tech & cats.  I write for @VoiceHQ's Creator Incubator, do social media for @jimmy_wales & run #HollysMankyMoggies cat rescue. holly@hollybrockwell.com                                                |  https://www.patreon.com/hollybrockwell
2021:04  |  iammoshow        |  57476               |  14792    |  2013:11  |  iAmMoshow - The Cat Rapper                          |  I'm The Cat Rapper...                                                                                                                                                                                  |  https://linktr.ee/Iammoshow
2021:04  |  ianmaclarty      |  3520                |  5663     |  2010:05  |  Ian MacLarty                                        |  Videogame developer: Jumpgrid, Dissembler, Catacombs of Solaris, Boson X, Action Painting Pro, etc. He/him.                                                                                            |  https://ianmaclarty.com/
2021:04  |  Infamous_PhD     |  609                 |  4842     |  2016:11  |  Dr. Daddy and yes the Ph.D makes me a real Doctor   |  Dr., Husband, Father, Community College Advocate and Academic committed to service, justice, and equity. Retweets aren't endorsements. He/Him                                                          |  No url
2021:04  |  IntegrityforUSA  |  8324                |  3719     |  2017:07  |  Integrity First for America                         |  IFA is a nonprofit 501(c)(3) dedicated to defending democratic norms. We're suing the neo-Nazis and white supremacists who attacked Charlottesville. #SueANazi                                         |  https://www.integrityfirstforamerica.org/
2021:04  |  ishaantharoor    |  92700               |  80202    |  2009:06  |  Ishaan Tharoor                                      |  Foreign affairs columnist @WashingtonPost, anchor of Todays WorldView. Teaching @GeorgetownSFS. New Yorker. Views my own. Victoria concordia crescit.                                                  |  https://subscribe.washingtonpost.com/newsletters/#/bundle/todaysworldview?method=SURL&location=ART
2021:04  |  itstimetocat     |  460                 |  19966    |  2016:09  |  Cat / pinned!                                       |  THIS WITCH EMPTY, Y E E T - Michel Bollinger   They/Them                                                                                                                                               |  No url
2021:04  |  jaythenerdkid    |  19272               |  199917   |  2009:03  |  acab|blm|||                                         |  muslim+asian+bi+non-binary | word mage | hire me: jaythenerdkid @ gmail | spoil me: https://t.co/eu2KcLDaCY | they | fabricati diem, pvnc                                                              |  https://patreon.com/jaythenerdkid
2021:04  |  jessiecath       |  8509                |  14472    |  2010:05  |  Jessie Thompson                                     |  professional Matilda Wormwood tribute act and Deputy Arts Editor, writer and critic at the Evening Standard                                                                                            |  No url
2021:04  |  jjmacnab         |  69822               |  35436    |  2009:07  |  JJ MacNab                                           |  Fellow, George Washington University's Program on Extremism. UC Berkeley alumna. Cats are badass.                                                                                                      |  No url
2021:04  |  jkelly3rd        |  12012               |  42910    |  2010:02  |  John Kelly                                          |  Director of Data Journalism, @ABC Owned Television Stations. Husband. Dad of 7. Catholic youth leader, coach, neighbor lover. Formerly @USATODAY @AP.                                                  |  https://abc7.com/
2021:04  |  kat_volk         |  2180                |  23804    |  2010:01  |  Kat Volk                                            |  planetary scientist and cat enthusiast. even more cat tweets to be found at @KatsKitties                                                                                                               |  https://www.katvolk.com/
2021:04  |  KiraBeeMFC       |  184522              |  10190    |  2016:07  |  Kitten Kira                                         |  little english catgirl  doing the best i can ~ shy ~ top 0.04%. 18+.                                                                                                                                   |  No url
2021:04  |  LawyerCat_       |  15513               |  45075    |  2014:09  |  Lawyer Cat*                                         |  Litigation partner. BigLaw escapee. Divorced dad. RTs = the unanimous view of lawyers everywhere.                                                                                                      |  No url
2021:04  |  LBKiddoShow      |  9641                |  5492     |  2015:12  |  Floof Lion & Kiddo                                  |  Siblings of @bitchesthecat. Mentors to @puffmagickitty and @sportpeppercat.  #RIPBitches  Tweets by Floof Lion.                                                                                        |  https://www.bitchesthecat.com/product/floof-2020-logo-shirt-gray/
2021:04  |  lcmoser          |  40650               |  14062    |  2010:02  |  Laura Moser                                         |  Writer, mother (but not of Dexter), rootless cosmopolitan. Lover of cats and loser of cords. Founder of Daily Action, profligate blocker                                                               |  No url
2021:04  |  leecrawfurd      |  6620                |  18885    |  2009:06  |  Lee Crawfurd                                        |  Development economics & global education at @cgdev. "material embodiment of market discourses that conform contemporary neoliberal education policy". #LUFC                                            |  https://rovingbandit.com/
2021:04  |  LeifAndersen     |  735                 |  1734     |  2009:04  |  Leif Andersen                                       |  PhD Student, working with PLT @ Northeastern University. Pronouns complicated she/her or ask. #girlslikeus #exmormon #blacklivesmatter                                                                 |  No url
2021:04  |  lizthegrey       |  31533               |  84247    |  2008:04  |  Liz Fong-Jones ()                                   |  Principal  @honeycombio; governance @OpenTelemetry; views her own. labor advocate, board @coworkerfund.  in , ,  & queer, #pluralgang                                                                  |  https://lizthegrey.com/
2021:04  |  LogicPractice    |  16431               |  628      |  2016:09  |  Logic & Applications                                |  Logic and applications of logic from @JohnDCook                                                                                                                                                        |  https://johndcook.com/logic
2021:04  |  loneblockbuster  |  452218              |  1006     |  2016:04  |  The Last Blockbuster                                |  Located between 3rd and Main in the Oak Lawn Shopping Center! Not part of Blockbuster Corporate. We're all on our own. Commentary.                                                                     |  https://www.dailydot.com/lol/last-blockbuster-twitter-interview/?tw=dd
2021:04  |  LucyKnisley      |  49544               |  15640    |  2006:11  |  Lucy Knisley                                        |  Author/artist of bestselling graphic novels, beloved picture books, and lots of silly comics about cats and babies and stuff. (she/her)                                                                |  https://lucyknisley.com/
2021:04  |  magi_jay         |  31242               |  108071   |  2013:10  |  Mangy Jay                                           |  I research things.  Language, Linguistics, Politics, History, & Cats. Way too willing to go down a rabbit hole. She/her                                                                                |  https://www.buymeacoffee.com/BI96AcREY
2021:04  |  maro254          |  111782              |  26703    |  2008:05  |  Mark Rosewater                                      |  Head Designer for Magic: The Gathering & Dedicated Family Man                                                                                                                                          |  No url
2021:04  |  MarsRoverCat     |  2176                |  2464     |  2018:12  |  Spirit the Tripod Kitten                            |  Found broken on the side of the road, I'm named after the Spirit rover for luck.  I'm happy and healthy now, though with 1 fewer legs than I started with.                                             |  No url
2021:04  |  MASContext       |  9425                |  12531    |  2010:04  |  MAS Context                                         |  MAS Context is a Chicago-based nonprofit organization that addresses issues that affect the urban context through publications, events, and installations.                                             |  https://www.mascontext.com/
2021:04  |  mathbabedotorg   |  53019               |  10128    |  2011:08  |  Cathy O'Neil                                        |  I'm interested in algorithmic accountability, civil disagreement, and the social mechanism of shame. Algorithmic auditor at ORCAA.                                                                     |  https://oneilrisk.com/
2021:04  |  minionsart       |  49048               |  5723     |  2014:10  |  Joyce[MinionsArt]                                   |  Artist/Shaderwitch/Programmer/Wife. Unity/3D Tutorial Maker. Solo Dev of Astro Kat, a Catventure Game! https://t.co/iAAUqD88BI, https://t.co/JFlxLqP804                                                |  https://minionsart.github.io/tutorials/
2021:04  |  miskiart         |  47691               |  17828    |  2013:07  |  miski                                               |  Professional Cat Artist for KeeKee's Big Adventures and The Yetee !  My shop!  https://t.co/4RlKVruZqr -please don't repost my artwork                                                                 |  https://cuhelski.com/
2021:04  |  mooncalfe1       |  18504               |  41808    |  2010:10  |  Sophie Campbell                                     |  BLACK LIVES MATTER!!!! Creator of Wet Moon and Shadoweyes, writer/artist of Teenage Mutant Ninja Turtles. Ice cream enthusiast, Gamera fangirl, cat lover.                                             |  https://www.patreon.com/mooncalfe
2021:04  |  Muna_Abdi_Phd    |  12992               |  44545    |  2012:10  |  *Offline for Ramadan* Dr Muna Abdi                  |  Education & Racial Equity| Director of @MAEducationCon1| Consultant| Researcher| Poet| Public Speaker| Coach| MHFA  Views are my own. RT are not endorsements.                                         |  https://linktr.ee/DrMuna
2021:04  |  nkjemisin        |  200073              |  18630    |  2008:12  |  N. K. Jemisin                                       |  Award-winning bestselling SFF writer & reviewer. I use robust autoblockers due to harassment. They catch some friendlies. Unavoidable; sorry. She/her.                                                 |  https://t.co/05KwgT5OR0
2021:04  |  NomeDaBarbarian  |  14822               |  72728    |  2013:02  |  weird animal shouty guy                             |  "Surely the greatest living philosopher of sandwich ontology" "Really really good with words" & other fictions  Accidental #ADHD Advocate, Queer Redneck, He/Him                                       |  https://ko-fi.com/nomedabarbarian
2021:04  |  NuclearAnthro    |  17426               |  234687   |  2014:04  |  Martin Black Lives Matter Pfeiffer                  |  Anthropology PhD Candidate| nukes, cats, human futures |gonzo journalist |QUEER |RT/Fave/Etcagree |he/him| https://t.co/6Ct9F0Ek3p | https://t.co/QvsTbf29ag                                           |  https://osf.io/46sfd/
2021:04  |  ObservatoryCats  |  6193                |  24370    |  2013:05  |  Observatory Cats                                    |  Cats at Arecibo Observatory and affiliate felines. We are the local rescue organization. This week: @galastronomer.                                                                                    |  https://observatorycats.org/
2021:04  |  oh_theogony      |  3515                |  28140    |  2017:12  |  Lucian Kahn                                         |  campy vampy game designer: Visigoths vs Mall Goths, Dead Friend  IGDN-win, IndieCade & ENnie-nom  gay-coded villain, trans-ylvanian  chonky cat                                                        |  https://necromancy.itch.io/
2021:04  |  oiioxford        |  42334               |  8130     |  2009:06  |  Oxford Internet Institute                           |  The Oxford Internet Institute (OII) is a multidisciplinary research and teaching dept at University of Oxford, dedicated to the social science of the Internet.                                        |  https://t.co/ZpwZOUcTG0
