Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Trends and Applications in Software Engineering","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-26285-7","Jezreel MejiaMirna MunozÁlvaro RochaJose Calvo-Manzano","2016","http://link.springer.com/book/10.1007/978-3-319-26285-7","Book"
"High Performance Scientific And Engineering Computing","Lecture Notes in Computational Science and Engineering","","","","10.1007/978-3-642-55919-8","Michael BreuerFranz DurstChristoph Zenger","2002","http://link.springer.com/book/10.1007/978-3-642-55919-8","Book"
"Innovative Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-16-4258-6","Prof. Jason C. HungDr. Jia-Wei ChangDr. Yan PeiProf. Wei-Chen Wu","2022","http://link.springer.com/book/10.1007/978-981-16-4258-6","Book"
"Pattern Recognition Applications and Methods","Lecture Notes in Computer Science","","","","10.1007/978-3-319-25530-9","Ana FredMaria De MarsicoAntoine Tabbone","2015","http://link.springer.com/book/10.1007/978-3-319-25530-9","Book"
"Innovative Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-4132-0","Yan PeiJia-Wei ChangJason C. Hung","2022","http://link.springer.com/book/10.1007/978-981-19-4132-0","Book"
"Advances in Computer Science and Ubiquitous Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-10-0281-6","Doo-Soon ParkHan-Chieh ChaoYoung-Sik JeongJames J. (Jong Hyuk) Park","2015","http://link.springer.com/book/10.1007/978-981-10-0281-6","Book"
"Proceedings of the 8th International Ergonomics Conference","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-66937-9","Prof. Davor SumporProf. Kristian JambrošićProf. Tanja Jurčević LulićProf. Diana MilčićProf. Ivana Salopek ČubrićDr. Irena Šabarić","2021","http://link.springer.com/book/10.1007/978-3-030-66937-9","Book"
"Simulation and Modeling Methodologies, Technologies and Applications","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-26470-7","Mohammad S. ObaidatTuncer ÖrenJanusz KacprzykJoaquim Filipe","2015","http://link.springer.com/book/10.1007/978-3-319-26470-7","Book"
"Proceedings of the Fifth International Conference on Fuzzy and Neuro Computing (FANCCO - 2015)","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-27212-2","Vadlamani RaviBijaya Ketan PanigrahiSwagatam DasPonnuthurai Nagaratnam Suganthan","2015","http://link.springer.com/book/10.1007/978-3-319-27212-2","Book"
"Engineering Applications of Neural Networks","Communications in Computer and Information Science","","","","10.1007/978-3-319-44188-7","Chrisina JayneLazaros Iliadis","2016","http://link.springer.com/book/10.1007/978-3-319-44188-7","Book"
"System Development and Ada","Lecture Notes in Computer Science","","","","10.1007/3-540-18341-8","A. Nico HabermannUgo Montanari","1987","http://link.springer.com/book/10.1007/3-540-18341-8","Book"
"Computer Science and Its Applications","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-319-19578-0","Abdelmalek AmineLadjel BellatrecheZakaria ElberrichiErich J. NeuholdRobert Wrembel","2015","http://link.springer.com/book/10.1007/978-3-319-19578-0","Book"
"Embracing Industry 4.0","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-15-6025-5","Mohd Azraai Mohd RazmanJessnor Arif Mat JizatDr. Nafrizuan Mat YahyaProf. Dr. Hyun MyungAmar Faiz Zainal AbidinDr. Mohamad Shaiful Abdul Karim","2020","http://link.springer.com/book/10.1007/978-981-15-6025-5","Book"
"Intelligent Information and Database Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-41964-6","Ngoc Thanh NguyenKietikul JearanaitanakijAli SelamatBogdan TrawińskiSuphamit Chittayasothorn","2020","http://link.springer.com/book/10.1007/978-3-030-41964-6","Book"
"Engineering Applications of Neural Networks","Communications in Computer and Information Science","","","","10.1007/978-3-319-11071-4","Valeri MladenovChrisina JayneLazaros Iliadis","2014","http://link.springer.com/book/10.1007/978-3-319-11071-4","Book"
"Novel Developments in Uncertainty Representation and Processing","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-26211-6","Krassimir T. AtanassovOscar CastilloJanusz KacprzykMaciej KrawczakPatricia MelinSotir SotirovEvdokia SotirovaEulalia SzmidtGuy De TréSławomir Zadrożny","2016","http://link.springer.com/book/10.1007/978-3-319-26211-6","Book"
"Vernetzt-kooperative Planungsprozesse im Konstruktiven Ingenieurbau","","","","","10.1007/978-3-540-68104-5","Univ.-Prof. Dr.-Ing. Uwe Rüppel","2007","http://link.springer.com/book/10.1007/978-3-540-68104-5","Book"
"Engineering Applications of Neural Networks","Communications in Computer and Information Science","","","","10.1007/978-3-030-20257-6","John MacintyreProf. Lazaros IliadisIlias MaglogiannisChrisina Jayne","2019","http://link.springer.com/book/10.1007/978-3-030-20257-6","Book"
"Mathematical Modeling and Numerical Simulation in Continuum Mechanics","Lecture Notes in Computational Science and Engineering","","","","10.1007/978-3-642-56288-4","Ivo BabuškaPhilippe G. CiarletTetsuhiko Miyoshi","2002","http://link.springer.com/book/10.1007/978-3-642-56288-4","Book"
"Computational Intelligence and Its Applications","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-319-89743-1","Prof. Abdelmalek AmineMalek MouhoubProf. Dr. Otmane Ait MohamedBachir Djebbar","2018","http://link.springer.com/book/10.1007/978-3-319-89743-1","Book"
"Geometric Modeling","Computer Graphics — Systems and Applications","","","","10.1007/978-3-642-76404-2","Prof. Dr. Hans HagenDr. Dieter Roller","1991","http://link.springer.com/book/10.1007/978-3-642-76404-2","Book"
"Innovative Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-15-5959-4","Dr. Chao-Tung YangDr. Yan PeiDr. Jia-Wei Chang","2020","http://link.springer.com/book/10.1007/978-981-15-5959-4","Book"
"Evolutionary Multi-Criterion Optimization","Lecture Notes in Computer Science","","","","10.1007/978-3-642-19893-9","Ricardo H. C. TakahashiKalyanmoy DebElizabeth F. WannerSalvatore Greco","2011","http://link.springer.com/book/10.1007/978-3-642-19893-9","Book"
"Engineering Applications of Neural Networks","Communications in Computer and Information Science","","","","10.1007/978-3-319-98204-5","Dr. Elias PimenidisChrisina Jayne","2018","http://link.springer.com/book/10.1007/978-3-319-98204-5","Book"
"Engineering Applications of Neural Networks","Communications in Computer and Information Science","","","","10.1007/978-3-319-23983-5","Lazaros IliadisChrisina Jayne","2015","http://link.springer.com/book/10.1007/978-3-319-23983-5","Book"
"Proceedings of the 9th International Conference on Computer Recognition Systems CORES 2015","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-26227-7","Robert BurdukKonrad JackowskiMarek KurzyńskiMichał WoźniakAndrzej Żołnierek","2016","http://link.springer.com/book/10.1007/978-3-319-26227-7","Book"
"Knowledge-Based Software Engineering: 2020","Learning and Analytics in Intelligent Systems","","","","10.1007/978-3-030-53949-8","Prof. Dr. Maria VirvouAssoc. Prof. Hiroyuki NakagawaProf. Lakhmi C. Jain","2020","http://link.springer.com/book/10.1007/978-3-030-53949-8","Book"
"Advances in Parallel and Distributed Computing and Ubiquitous Services","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-10-0068-3","James J. (Jong Hyuk) ParkGangman YiYoung-Sik JeongHong Shen","2016","http://link.springer.com/book/10.1007/978-981-10-0068-3","Book"
"Engineering Applications of Neural Networks","Communications in Computer and Information Science","","","","10.1007/978-3-319-65172-9","Giacomo BoracchiLazaros IliadisChrisina JayneAristidis Likas","2017","http://link.springer.com/book/10.1007/978-3-319-65172-9","Book"
"Advances in Intelligent Web Mastering - 2","Advances in Intelligent and Soft Computing","","","","10.1007/978-3-642-10687-3","Vaclav SnášelPiotr S. SzczepaniakAjith AbrahamJanusz Kacprzyk","2010","http://link.springer.com/book/10.1007/978-3-642-10687-3","Book"
"Recent Trends in Computer Applications","","","","","10.1007/978-3-319-89914-5","Prof. Dr. Jihad Mohamad Alja’amProf. Dr. Abdulmotaleb El SaddikProf. Abdul Hamid Sadka","2018","http://link.springer.com/book/10.1007/978-3-319-89914-5","Book"
"Proceedings of International Conference on Sustainable Expert Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-981-33-4355-9","Dr. Subarna ShakyaDr. Valentina Emilia BalasDr. Wang HaoxiangDr. Zubair Baig","2021","http://link.springer.com/book/10.1007/978-981-33-4355-9","Book"
"Computational Intelligence, Cyber Security and Computational Models. Models and Techniques for Intelligent Systems and Automation","Communications in Computer and Information Science","","","","10.1007/978-981-13-0716-4","Geetha GanapathiArumugam SubramaniamDr. Manuel GrañaSuresh BalusamyRajamanickam NatarajanPeriakaruppan Ramanathan","2018","http://link.springer.com/book/10.1007/978-981-13-0716-4","Book"
"Knowledge, Information and Creativity Support Systems: Recent Trends, Advances and Solutions","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-19090-7","Andrzej M.J. SkulimowskiJanusz Kacprzyk","2016","http://link.springer.com/book/10.1007/978-3-319-19090-7","Book"
"Neural Networks in the Analysis and Design of Structures","CISM International Centre for Mechanical Sciences","","","","10.1007/978-3-7091-2484-0","Zenon Waszczyszyn","1999","http://link.springer.com/book/10.1007/978-3-7091-2484-0","Book"
"Philosophy and Theory of Artificial Intelligence 2017","Studies in Applied Philosophy, Epistemology and Rational Ethics","","","","10.1007/978-3-319-96448-5","Dr. Vincent C. Müller","2018","http://link.springer.com/book/10.1007/978-3-319-96448-5","Book"
"Advances in Communication, Devices and Networking","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-15-4932-8","Prof. Dr. Rabindranath BeraProf. Dr. Prashant Chandra PradhanProf. Chuan-Ming LiuProf. Dr. Sourav DharDr. Samarendra Nath Sur","2020","http://link.springer.com/book/10.1007/978-981-15-4932-8","Book"
"Ambient Intelligence in Health Care","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-19-6068-0","Tripti SwarnkarSrikanta PatnaikPabitra MitraSanjay MisraManohar Mishra","2023","http://link.springer.com/book/10.1007/978-981-19-6068-0","Book"
"Robot 2015: Second Iberian Robotics Conference","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-27146-0","Luís Paulo ReisAntónio Paulo MoreiraPedro U. LimaLuis MontanoVictor Muñoz-Martinez","2016","http://link.springer.com/book/10.1007/978-3-319-27146-0","Book"
"Pattern Recognition: Applications and Methods","Lecture Notes in Computer Science","","","","10.1007/978-3-319-27677-9","Ana FredMaria De MarsicoMário Figueiredo","2015","http://link.springer.com/book/10.1007/978-3-319-27677-9","Book"
"Intelligence Science III","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-030-74826-5","Dr. Zhongzhi ShiProf. Mihir ChakrabortyDr. Samarjit Kar","2021","http://link.springer.com/book/10.1007/978-3-030-74826-5","Book"
"Advances in Nature and Biologically Inspired Computing","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-27400-3","Nelishia PillayAndries P. EngelbrechtAjith AbrahamMathys C. du PlessisVáclav SnášelAzah Kamilah Muda","2016","http://link.springer.com/book/10.1007/978-3-319-27400-3","Book"
"Computational Intelligence, Networked Systems and Their Applications","Communications in Computer and Information Science","","","","10.1007/978-3-662-45261-5","Minrui FeiChen PengZhou SuYang SongQinglong Han","2014","http://link.springer.com/book/10.1007/978-3-662-45261-5","Book"
"Smart Trends in Computing and Communications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-9967-2","Yu-Dong ZhangTomonobu SenjyuChakchai So-InAmit Joshi","2023","http://link.springer.com/book/10.1007/978-981-16-9967-2","Book"
"The 1st International Conference on Advanced Intelligent System and Informatics (AISI2015), November 28-30, 2015, Beni Suef, Egypt","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-26690-9","Tarek GaberAboul Ella HassanienNashwa El-BendaryNilanjan Dey","2016","http://link.springer.com/book/10.1007/978-3-319-26690-9","Book"
"Genetic Programming Theory and Practice XV","Genetic and Evolutionary Computation","","","","10.1007/978-3-319-90512-9","Wolfgang BanzhafRandal S. OlsonWilliam TozierDr. Rick Riolo","2018","http://link.springer.com/book/10.1007/978-3-319-90512-9","Book"
"Soft Computing in Engineering Design and Manufacturing","","","","","10.1007/978-1-4471-0427-8","P. K. Chawdhry Ph.D.R. Roy Ph.D.R. K. Pant PhD","1998","http://link.springer.com/book/10.1007/978-1-4471-0427-8","Book"
"Proceedings of the 10th International Symposium on Computer Science in Sports (ISCSS)","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-24560-7","Paul ChungAndrea SoltoggioChristian W. DawsonQinggang MengMatthew Pain","2016","http://link.springer.com/book/10.1007/978-3-319-24560-7","Book"
"Modelling, Simulation and Intelligent Computing","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-15-4775-1","Dr. Nilesh GoelDr. Shazia HasanDr. V. Kalaichelvi","2020","http://link.springer.com/book/10.1007/978-981-15-4775-1","Book"
"Proceedings of 2016 Chinese Intelligent Systems Conference","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-10-2335-4","Yingmin JiaJunping DuWeicun ZhangHongbo Li","2016","http://link.springer.com/book/10.1007/978-981-10-2335-4","Book"
"Directions in Mathematical Systems Theory and Optimization","Lecture Notes in Control and Information Sciences","","","","10.1007/3-540-36106-5","Anders RantzerChristopher I. Byrnes","2003","http://link.springer.com/book/10.1007/3-540-36106-5","Book"
"Beherrschbarkeit von Cyber Security, Big Data und Cloud Computing","","","","","10.1007/978-3-658-06413-6","Udo BubKlaus-Dieter Wolfenstetter","2014","http://link.springer.com/book/10.1007/978-3-658-06413-6","Book"
"Intelligent Information and Database Systems","Lecture Notes in Computer Science","","","","10.1007/978-3-030-42058-1","Ngoc Thanh NguyenKietikul JearanaitanakijAli SelamatBogdan TrawińskiSuphamit Chittayasothorn","2020","http://link.springer.com/book/10.1007/978-3-030-42058-1","Book"
"Proceedings of the 21st EANN (Engineering Applications of Neural Networks) 2020 Conference","Proceedings of the International Neural Networks Society","","","","10.1007/978-3-030-48791-1","Prof. Lazaros IliadisPlamen Parvanov AngelovProf. Chrisina JayneDr. Elias Pimenidis","2020","http://link.springer.com/book/10.1007/978-3-030-48791-1","Book"
"Robot 2015: Second Iberian Robotics Conference","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-319-27149-1","Luís Paulo ReisAntónio Paulo MoreiraPedro U. LimaLuis MontanoVictor Muñoz-Martinez","2016","http://link.springer.com/book/10.1007/978-3-319-27149-1","Book"
"Sicherheit im Wandel von Technologien und Märkten","","","","","10.1007/978-3-658-11274-5","Udo BubViktor DeleskiKlaus-Dieter Wolfenstetter","2015","http://link.springer.com/book/10.1007/978-3-658-11274-5","Book"
